musee,idMuseofile,museeLabel,villeLabel,description,labelTourismeHandicap,accessibilitePMRLabel
http://www.wikidata.org/entity/Q21541572,M0524,musée Johannique,Vaucouleurs,musée situé à Vaucouleurs,,
http://www.wikidata.org/entity/Q21541620,M0305,Pharmacie-Musée de l'Hôtel-Dieu,Troyes,musée situé à Troyes,,
http://www.wikidata.org/entity/Q21541621,M0938,musée Jean Aicard-Paulin Bertrand,La Garde,musée situé à Lagarde,,
http://www.wikidata.org/entity/Q21541625,M1075,musée d'Art Moderne de Belfort,Belfort,musée situé à Belfort,,
http://www.wikidata.org/entity/Q3330146,M1038,musée des Tissus,2e arrondissement de Lyon,musée des tissus et des arts décoratifs,,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q3330157,M0920,"musée des Arts africains, océaniens et amérindiens",Marseille,musée français,,
http://www.wikidata.org/entity/Q3330160,M0889,musée des arts asiatiques de Nice,Nice,musée français,,
http://www.wikidata.org/entity/Q3330164,M0822,musée des arts du cognac,Cognac,musée français,,
http://www.wikidata.org/entity/Q3330173,M1078,musée des arts décoratifs de l'océan Indien,Saint-Denis,musée français,,
http://www.wikidata.org/entity/Q3330173,M1078,musée des arts décoratifs de l'océan Indien,Saint-Louis,musée français,,
http://www.wikidata.org/entity/Q3330182,M0413,musée des automates,Neuilly-sur-Seine,musée français situé à Neuilly-sur-Seine (Hauts-de-Seine),,
http://www.wikidata.org/entity/Q20127591,M0153,musée de la mine de La Machine,La Machine,musée français,,
http://www.wikidata.org/entity/Q20669745,M0772,Centre minier de Faymoreau,Faymoreau,musée de la mine,,
http://www.wikidata.org/entity/Q20669816,M0932,musée du pays brignolais,Brignoles,musée français,,
http://www.wikidata.org/entity/Q20727445,M0633,musée Henri Boez,Maubeuge,"musée à Maubeuge, en France",,
http://www.wikidata.org/entity/Q20738307,M1025,musée de la mine de Saint-Étienne,Saint-Étienne,musée français,,
http://www.wikidata.org/entity/Q20971751,M0327,musée départemental de préhistoire corse et d'archéologie de Sartène,Sartène,musée français,,
http://www.wikidata.org/entity/Q3330799,M1050,musée savoisien,Chambéry,musée de France à Chambéry (Savoie),,
http://www.wikidata.org/entity/Q3330846,M0353,musées des techniques et cultures comtoises,Salins-les-Bains,musée français,,
http://www.wikidata.org/entity/Q3330857,M0131,MuséoParc Alésia,Alise-Sainte-Reine,musée français,,
http://www.wikidata.org/entity/Q3330868,M7017,Museum d'histoire naturelle d'Angers,Angers,"musée situé à Angers, en France",,
http://www.wikidata.org/entity/Q3330881,M7040,muséum d'Histoire naturelle de La Rochelle,La Rochelle,"musée situé à La Rochelle, en France",,
http://www.wikidata.org/entity/Q3330887,M7044,muséum d'histoire naturelle de Marseille,Marseille,musée français,,
http://www.wikidata.org/entity/Q3329407,M0466,musée agathois Jules-Baudou,Agde,musée d'Agde,,
http://www.wikidata.org/entity/Q3329404,M5048-1,musée africain de l'île d'Aix,Île-d'Aix,musée français,,
http://www.wikidata.org/entity/Q3329424,M0966,musée archéologique d'Izernore,Izernore,musée français,,
http://www.wikidata.org/entity/Q3329472,M0085,musée archéologique municipal de Sanguinet,Sanguinet,musée français,,
http://www.wikidata.org/entity/Q3329494,M0847,"musée auto, moto, vélo",Châtellerault,musée français,,
http://www.wikidata.org/entity/Q3329496,M1080,musée au fil du papier,Pont-à-Mousson,musée à Pont-à-Mousson (Meurthe-et-Moselle),,
http://www.wikidata.org/entity/Q21541632,M0204,Musée des Phares et Balises,Ouessant,musée situé à Ouessant,,
http://www.wikidata.org/entity/Q21541637,M0100,Musée béarnais,Oloron-Sainte-Marie,musée situé à Oloron-Sainte-Marie,,
http://www.wikidata.org/entity/Q21541653,M9008,Musée des troupes de marine de Fréjus,Fréjus,musée situé à Fréjus,,
http://www.wikidata.org/entity/Q21541688,M0808,Musée Jean-Calvin,Noyon,musée situé à Noyon,,
http://www.wikidata.org/entity/Q21541702,M0463,musée d'Uzès - Georges-Borias,Uzès,musée situé à Uzès,,
http://www.wikidata.org/entity/Q21541701,M0962,musée du cartonnage et de l'imprimerie,Valréas,musée situé à Valréas,,
http://www.wikidata.org/entity/Q21552790,M0560,musée archéologique départemental de Saint-Bertrand-de-Comminges,Saint-Bertrand-de-Comminges,musée situé à Saint-Bertrand-de-Comminges,,
http://www.wikidata.org/entity/Q2588025,M1186,maison d'Émile Zola,Médan,musée français,,
http://www.wikidata.org/entity/Q2723667,M0328,musée départemental d'archéologie Jérôme-Carcopino,Aléria,musée français,,
http://www.wikidata.org/entity/Q2808698,M5002,musée des civilisations de l'Europe et de la Méditerranée,Marseille,musée français installé à Marseille,,
http://www.wikidata.org/entity/Q2845895,M5085,musée national de l'Ancienne École de médecine navale,Rochefort,musée d'histoire de la médecine à Rochefort,,
http://www.wikidata.org/entity/Q2854179,M0793,musée Antoine-Lécuyer,Saint-Quentin,"musée de Saint-Quentin, France",,
http://www.wikidata.org/entity/Q2858640,M0995,appartement du docteur Gagnon,Grenoble,maison à Grenoble (Isère),,
http://www.wikidata.org/entity/Q2915606,M5071,musée des Plans-reliefs,7e arrondissement de Paris,"musée de maquettes militaires situé dans l'Hôtel des Invalides, Paris",,
http://www.wikidata.org/entity/Q3330186,M0550,musée des beaux-arts Denys-Puech,Rodez,musée français des beaux-arts à Rodez,,
http://www.wikidata.org/entity/Q3330189,M0818,musée d'Angoulême,Angoulême,musée français,,
http://www.wikidata.org/entity/Q3330196,M0644,musée des Beaux-Arts de Calais,Calais,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3330197,M1048,musée des Beaux-Arts de Chambéry,Chambéry,musée français,,
http://www.wikidata.org/entity/Q3330205,M0825,musée des Beaux-Arts de La Rochelle,La Rochelle,"musée de La Rochelle, France",,
http://www.wikidata.org/entity/Q3330894,M7050,muséum d'histoire naturelle de Nice,Nice,"musée d'histoire naturelle de Nice, France",,
http://www.wikidata.org/entity/Q3361743,M7063,Paléospace l’Odyssée,Villers-sur-Mer,musée français,,
http://www.wikidata.org/entity/Q3363743,M0687,parc-musée du Granit,Saint-Michel-de-Montjoie,musée français,,
http://www.wikidata.org/entity/Q3373023,M0713,pavillon Flaubert,Canteleu,musée à Canteleu (Seine-Maritime),,
http://www.wikidata.org/entity/Q3418414,M0395,Rambolitrain,Rambouillet,musée français,,
http://www.wikidata.org/entity/Q3556076,M0528,verrerie de Meisenthal,Meisenthal,musée français et ancienne verrerie à Meisenthal en Moselle,,
http://www.wikidata.org/entity/Q3330228,M1020,musée des Beaux-Arts et d'Archéologie Joseph-Déchelette,Roanne,musée français,,
http://www.wikidata.org/entity/Q3330234,M0694,musée des beaux-arts et de la dentelle,Alençon,musée français,,
http://www.wikidata.org/entity/Q3330236,M5080,galerie des Carrosses,Versailles,musée français,,
http://www.wikidata.org/entity/Q3330242,M0916,musée des docks romains,2e arrondissement de Marseille,musée à Marseille (Bouches-du-Rhône),,
http://www.wikidata.org/entity/Q3330251,M0704,musée des Instruments à vent,La Couture-Boussey,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3330253,M0737,musée des Ivoires d'Yvetot,Yvetot,musée français,,
http://www.wikidata.org/entity/Q2392841,M5047,musée Picasso,Vallauris,"musée du château de Vallauris, en France",,
http://www.wikidata.org/entity/Q2398539,M7049,Muséum de Nantes,Nantes,musée français,,
http://www.wikidata.org/entity/Q2400780,M0859,musée de Salagon,Mane,musée et jardin botanique français,,
http://www.wikidata.org/entity/Q2406637,M0185,musée Leblanc-Duvernoy,Auxerre,musée français,,
http://www.wikidata.org/entity/Q2415229,M0377,musée Henri-Chapu,Le Mée-sur-Seine,musée français,,
http://www.wikidata.org/entity/Q2445818,M1116,musée de La Poste,15e arrondissement de Paris,"musée à Paris, en France",,
http://www.wikidata.org/entity/Q2450180,M1026,château de la Bastie d'Urfé,Saint-Étienne-le-Molard,château français situé à Saint-Étienne-le-Molard,,
http://www.wikidata.org/entity/Q2919066,M0369,musée de Montmartre,18e arrondissement de Paris,"musée français, mémoire de Montmartre",,
http://www.wikidata.org/entity/Q2932385,M0912,Cabinet des monnaies et médailles,Marseille,musée français,,
http://www.wikidata.org/entity/Q2957406,M0470,chapelle des Pénitents de Frontignan,Frontignan,"chapelle située dans l'Hérault, en France",,
http://www.wikidata.org/entity/Q2967823,M0593,château-musée du Cayla,Andillac,musée français,,
http://www.wikidata.org/entity/Q2969952,M0143,château de Montbard,Montbard,château fort français,,
http://www.wikidata.org/entity/Q2974813,M1177,cité internationale de la dentelle et de la mode de Calais,Calais,musée en France,,
http://www.wikidata.org/entity/Q21552791,M0495,Musée d’archéologie sous-marine,Port-Vendres,musée situé à Port-Vendres,,
http://www.wikidata.org/entity/Q21552792,M0520,musée départemental d'art sacré,Saint-Mihiel,musée situé à Saint-Mihiel (Meuse) en France,,
http://www.wikidata.org/entity/Q21552793,M0761,Musée des tisserands mayennais,Ambrières-les-Vallées,musée situé à Ambrières-les-Vallées,,
http://www.wikidata.org/entity/Q21552801,M0300,musée de la Résistance,Mussy-sur-Seine,musée français,,"accessible, sans aide, aux personnes à mobilité réduite"
http://www.wikidata.org/entity/Q21559208,M0525,Musée de la Princerie,Verdun,"musée situé à Verdun, France",,
http://www.wikidata.org/entity/Q21559209,M0779,Musée du Nord de la Vendée,Montaigu,musée situé à Montaigu,,
http://www.wikidata.org/entity/Q21559209,M0779,Musée du Nord de la Vendée,Montaigu-Vendée,musée situé à Montaigu,,
http://www.wikidata.org/entity/Q3329498,M0448,musée bibliothèque Pierre-André-Benoit,Alès,musée français,,
http://www.wikidata.org/entity/Q3329506,M0093,musée basque et de l'histoire de Bayonne,Bayonne,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3329527,M0334,musée comtois,Besançon,musée français,,
http://www.wikidata.org/entity/Q3329531,M0618,musée d'Archéologie et d'Histoire locale de Denain,Denain,musée français,,
http://www.wikidata.org/entity/Q3329528,M0452,musée cévenol,Le Vigan,musée français,,
http://www.wikidata.org/entity/Q2983815,M0313,collège des Jésuites de Reims,Reims,école à Reims (Marne),,
http://www.wikidata.org/entity/Q3068825,M1190,ferme-musée du Cotentin,Sainte-Mère-Église,musée français,,
http://www.wikidata.org/entity/Q3068825,M1190,ferme-musée du Cotentin,Sainte-Mère-Église,musée français,,
http://www.wikidata.org/entity/Q3075375,M1126,fondation Arp,Clamart,fondation abritant les œuvres des artistes Jean Arp et Sophie Taeuber,,
http://www.wikidata.org/entity/Q3077233,M0362,forge-musée d'Etueffont,Étueffont,musée français,,
http://www.wikidata.org/entity/Q3078613,M0612,forum antique de Bavay,Bavay,musée français,,
http://www.wikidata.org/entity/Q3094630,M7005,galerie d'entomologie du Muséum national d'histoire naturelle,Paris,"collection d'insectes du Muséum national d'histoire naturelle, à Paris",,
http://www.wikidata.org/entity/Q3107709,M0812,musée de Picardie,Amiens,musée français à Amiens,,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q3329532,M0432,musée d'Argenteuil,Argenteuil,musée français à Argenteuil,,
http://www.wikidata.org/entity/Q3329539,M1099,musée d'Elbeuf,Elbeuf,musée français,,
http://www.wikidata.org/entity/Q3329549,M0826,musée d'Orbigny Bernon,La Rochelle,ancien musée d'art décoratif à La Rochelle,,
http://www.wikidata.org/entity/Q3329581,M1094,musée d'Art contemporain de Marseille,8e arrondissement de Marseille,"musée de Marseille, France",,
http://www.wikidata.org/entity/Q3329590,M1052,musée-château d'Annecy,Annecy,musée situé dans le château d'Annecy,,
http://www.wikidata.org/entity/Q3329608,M0649,musée d'art et d'histoire Roger-Rodière,Montreuil-sur-Mer,musée français,,
http://www.wikidata.org/entity/Q3330275,M7041,musée des sciences de Laval,Laval,musée français,,
http://www.wikidata.org/entity/Q3330272,M0726,musée des sapeurs-pompiers de France,Montville,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3330300,M0428,"musée des transports urbains, interurbains et ruraux",Chelles,musée français,,
http://www.wikidata.org/entity/Q3330309,M1079,musée des vallées cévenoles,Saint-Jean-du-Gard,musée français,,
http://www.wikidata.org/entity/Q3330335,M0500,musée du Cloître de Tulle,Tulle,musée français,,
http://www.wikidata.org/entity/Q3330340,M0266,Musée du compagnonnage de Tours,Tours,musée français situé à Tours,,
http://www.wikidata.org/entity/Q21559214,M0929,Château-Musée de l'Empéri Art et Histoire Militaires,Salon-de-Provence,musée situé à Salon-de-Provence,,
http://www.wikidata.org/entity/Q21559215,M0877,musée international de la parfumerie,Grasse,musée situé à Grasse,,
http://www.wikidata.org/entity/Q21559213,M1015,Musée historial,Grézolles,musée situé à Grézolles,,
http://www.wikidata.org/entity/Q21559218,M0984,Musée du château des Adhémar,Montélimar,musée situé à Montélimar,,
http://www.wikidata.org/entity/Q21567553,M0905,musée Alphonse Daudet,Fontvieille,musée situé à Fontvieille,,
http://www.wikidata.org/entity/Q21582189,M0523,Musée d'Argonne,Varennes-en-Argonne,musée français,,
http://www.wikidata.org/entity/Q22132681,M0796,musée Alexandre-Dumas,Villers-Cotterêts,musée français,,
http://www.wikidata.org/entity/Q3330359,M0613,musée du Mont-de-Piété de Bergues,Bergues,musée français,,
http://www.wikidata.org/entity/Q3330357,M0827,musée du Nouveau Monde,La Rochelle,musée français à La Rochelle,,
http://www.wikidata.org/entity/Q3330371,M0836,musée du Présidial de Saintes,Saintes,musée français,,
http://www.wikidata.org/entity/Q3330369,M0603,musée du Pays rabastinois,Rabastens,musée à Rabastens (Tarn),,
http://www.wikidata.org/entity/Q3330375,M1084,musée du Président Jacques Chirac,Sarran,musée,,
http://www.wikidata.org/entity/Q3330377,M0547,musée du Rouergue,Espalion,musée en France,,
http://www.wikidata.org/entity/Q9047086,M0703,"musée d'art, histoire et archéologie d'Évreux",Évreux,"musée d'Évreux, France",,
http://www.wikidata.org/entity/Q10333407,M0357,musée Baron-Martin,Gray,"musée d'art et d'histoire à Gray, Haute-Saône, France",,
http://www.wikidata.org/entity/Q11938071,M0489,Musée d'art moderne de Collioure,Collioure,musée français,,
http://www.wikidata.org/entity/Q13376497,M1043,musée archéologique et minéralogique Pierre-Borrione,Aime,"musée situé à Aime, en Savoie",,
http://www.wikidata.org/entity/Q13376497,M1043,musée archéologique et minéralogique Pierre-Borrione,Aime-la-Plagne,"musée situé à Aime, en Savoie",,
http://www.wikidata.org/entity/Q13377127,M0897,musée des Tapisseries d'Aix-en-Provence,Aix-en-Provence,musée français,,
http://www.wikidata.org/entity/Q13377211,M0896,musée du Pavillon de Vendôme-Dobler,Aix-en-Provence,musée d'Aix-en-Provence,,
http://www.wikidata.org/entity/Q13377516,M0899,musée Paul Arbaud,Aix-en-Provence,musée d'Aix-en-Provence,,
http://www.wikidata.org/entity/Q13377682,M1046,musée d'art et d'histoire d'Albertville,Albertville,musée français,,
http://www.wikidata.org/entity/Q13397905,M0976,musée César Filhol,Annonay,musée situé à Annonay dans l'Ardèche,,
http://www.wikidata.org/entity/Q13397967,M0868,musée d'archéologie d'Antibes,Antibes,musée français,,
http://www.wikidata.org/entity/Q13405474,M0945,hôtel de Dème,Apt,"hôtel, ancien musée français",,
http://www.wikidata.org/entity/Q13405476,M0342,musée de la vigne et du vin du Jura,Arbois,"musée situé à Arbois, en France",,
http://www.wikidata.org/entity/Q3578598,M0747,écomusée de Saint-Nazaire,Saint-Nazaire,musée français,,
http://www.wikidata.org/entity/Q3578597,M1081,écomusée de Martinique,Rivière-Pilote,musée français,,
http://www.wikidata.org/entity/Q6033268,M0180,musée départemental de préhistoire de Solutré,Solutré-Pouilly,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q6943577,M7021,Muséum Requien,Avignon,musée français,,
http://www.wikidata.org/entity/Q6943593,M0001,musée de la Folie Marco,Barr,musée français,,
http://www.wikidata.org/entity/Q6943608,M0230,musée du Berry,Bourges,musée français,,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q3238257,M0620,Lieu d'art et action contemporaine de Dunkerque,Dunkerque,musée français,,
http://www.wikidata.org/entity/Q3279523,M0831,maison de Pierre Loti,Rochefort,maison à Rochefort (Charente-Maritime),,
http://www.wikidata.org/entity/Q3279654,M0721,maison de l'armateur,Le Havre,hôtel particulier au Havre (Seine-Maritime),,
http://www.wikidata.org/entity/Q3279652,M1176,maison de l'archéologie de Bram,Bram,musée archéologique français,,
http://www.wikidata.org/entity/Q3279665,M0306,maison de l'outil et de la pensée ouvrière,Troyes,musée français,,
http://www.wikidata.org/entity/Q3279749,M1067,maison de la canne,Les Trois-Îlets,musée français,,
http://www.wikidata.org/entity/Q3279781,M1083,Maison de la Magie,Blois,"musée à Blois, France",,
http://www.wikidata.org/entity/Q3329614,M0822,musée d'Art et d'Histoire de Cognac,Cognac,musée français,,
http://www.wikidata.org/entity/Q3329612,M0752,musée d'art et d'histoire de Baugé,Baugé,musée français,,
http://www.wikidata.org/entity/Q3329612,M0752,musée d'art et d'histoire de Baugé,Baugé-en-Anjou,musée français,,
http://www.wikidata.org/entity/Q3329612,M0752,musée d'art et d'histoire de Baugé,Baugé-en-Anjou,musée français,,
http://www.wikidata.org/entity/Q3329624,M0196,musée d'Art et d'Histoire de Saint-Brieuc,Saint-Brieuc,"musée consacré aux arts et traditions populaires et à l'archéologie de la région de Saint-Brieuc, France",,
http://www.wikidata.org/entity/Q3329636,M0683,musée d'Art moderne Richard-Anacréon,Granville,musée français,,
http://www.wikidata.org/entity/Q3329666,M0918,musée d'Histoire de Marseille,Marseille,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3329675,M0647,musée d'histoire et d'archéologie de Harnes,Harnes,musée français,,
http://www.wikidata.org/entity/Q3138339,M1121,Historial de la Vendée,Les Lucs-sur-Boulogne,musée français,,
http://www.wikidata.org/entity/Q3145940,M0486,musée du Gévaudan,Mende,musée municipal français,,
http://www.wikidata.org/entity/Q3210715,M1089,"La Mine, musée du carreau Wendel",Petite-Rosselle,musée à Petite-Rosselle (Moselle),,
http://www.wikidata.org/entity/Q3221643,M0239,"Compa, le musée de l'agriculture",Mainvilliers,musée français en Eure-et-Loir,,
http://www.wikidata.org/entity/Q3228695,M0615,musée de Cambrai,Cambrai,"musée des beaux-arts de Cambrai, France",,
http://www.wikidata.org/entity/Q3230368,M0566,Les Abattoirs,Toulouse,musée d'art moderne à Toulouse,,
http://www.wikidata.org/entity/Q3329678,M0415,musée d'Histoire locale de Rueil-Malmaison,Rueil-Malmaison,musée français,,
http://www.wikidata.org/entity/Q3329677,M0632,musée d'histoire locale de Marchiennes,Marchiennes,musée français,,
http://www.wikidata.org/entity/Q3329687,M7072,musée d’initiation à la nature,Caen,musée situé dans la ville français de Caen,,
http://www.wikidata.org/entity/Q3329688,M7001,musée d'Histoire naturelle de Lille,Lille,musée français,,
http://www.wikidata.org/entity/Q3329695,M0996,musée dauphinois,Grenoble,musée français,,
http://www.wikidata.org/entity/Q3329700,M0077,musée de Borda,Dax,musée français,,
http://www.wikidata.org/entity/Q3330384,M0333,musée du Temps,Besançon,"musée situé à Besançon, en France",Tourisme et Handicap,
http://www.wikidata.org/entity/Q3330388,M1183,musée du Terroir de Loches,Loches,musée en France,,
http://www.wikidata.org/entity/Q3330392,M0648,musée du Touquet-Paris-Plage – Édouard-Champion,Le Touquet-Paris-Plage,musée français,,
http://www.wikidata.org/entity/Q3330399,M0682,musée d'Art et d'Histoire de Granville,Granville,musée français,,
http://www.wikidata.org/entity/Q3330403,M0567,musée du Vieux Toulouse,Toulouse,musée français,,
http://www.wikidata.org/entity/Q3330400,M0921,musée du Vieux Marseille,Marseille,musée français,,
http://www.wikidata.org/entity/Q13405482,M0341,musée Sarret de Grozon,Arbois,"musée situé à Arbois, en France",,
http://www.wikidata.org/entity/Q13405490,M0245,Musée de la chemiserie et de l'élégance masculine,Argenton-sur-Creuse,"musée d'ethnographie, de mode et d'industrie situé à Argenton-sur-Creuse, en France",,
http://www.wikidata.org/entity/Q13518198,M0110,musée d'Art et d'Archéologie d'Aurillac,Aurillac,musée de France,,
http://www.wikidata.org/entity/Q13518199,M7018,muséum des Volcans,Aurillac,musée d'Aurillac,,
http://www.wikidata.org/entity/Q14912870,M5044,musée Rodin,Meudon,"musée situé à Meudon, en France",,
http://www.wikidata.org/entity/Q15260096,M1063,musée départemental Alexandre-Franconie,Cayenne,"musée à Cayenne, en Guyane, en France",,
http://www.wikidata.org/entity/Q22941752,M0257,maison natale de Descartes,Descartes,maison natale à Descartes (Indre-et-Loire),,
http://www.wikidata.org/entity/Q22951765,M0710,musée Biochet-Brechot,Caudebec-en-Caux,musée français,,
http://www.wikidata.org/entity/Q22951765,M0710,musée Biochet-Brechot,Rives-en-Seine,musée français,,
http://www.wikidata.org/entity/Q22954320,M7055,muséum d'histoire naturelle de Perpignan,Perpignan,musée à Perpignan (Pyrénées-Orientales),,
http://www.wikidata.org/entity/Q23006259,M1009,Musée Alice Taverne,Ambierle,musée français,,
http://www.wikidata.org/entity/Q23021635,M0319,musée d'art et d'histoire de Chaumont,Chaumont,musée français,,
http://www.wikidata.org/entity/Q23021637,M0680,musée Quesnel-Morinière,Coutances,musée français,,
http://www.wikidata.org/entity/Q3329017,M1136,musée-atelier du verre de Trélon,Trélon,musée français,,
http://www.wikidata.org/entity/Q3329026,M0408,Musée Paul Landowski,Boulogne-Billancourt,"musée situé à Boulogne-Billancourt, en France",,
http://www.wikidata.org/entity/Q3329025,M0314,musée-hôtel Le Vergeur-Maison Hugues Krafft,Reims,musée français,,
http://www.wikidata.org/entity/Q3329047,M0815,musée Alfred-Danicourt,Péronne,musée français,,
http://www.wikidata.org/entity/Q3329050,M0708,musée Blanche Hoschedé-Monet,Vernon,"musée de Vernon, France",,
http://www.wikidata.org/entity/Q3329056,M0106,musée Anne-de-Beaujeu,Moulins,musée d’art et d’histoire,,
http://www.wikidata.org/entity/Q15260437,M0891,musée des Merveilles,Tende,musée situé à Tende,Tourisme et Handicap,
http://www.wikidata.org/entity/Q15490321,M7035,muséum d'histoire naturelle de Dijon,Dijon,musée français,,
http://www.wikidata.org/entity/Q15650989,M0348,musée du jouet de Moirans-en-Montagne,Moirans-en-Montagne,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q15651003,M0350,musée de la lunette,Morez,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q15651003,M0350,musée de la lunette,Hauts de Bienne,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q15818180,M0084,musée d'art et d'histoire du Cap de Gascogne,Saint-Sever,musée français,,
http://www.wikidata.org/entity/Q15818188,M0202,musée des Beaux-Arts de Morlaix,Morlaix,musée français en Bretagne,,
http://www.wikidata.org/entity/Q22248947,M1039,musée des Hospices civils de Lyon,Lyon,musée français,,
http://www.wikidata.org/entity/Q22248950,M0678,Muséum Emmanuel-Liais,Cherbourg-Octeville,musée français,,
http://www.wikidata.org/entity/Q22248950,M0678,Muséum Emmanuel-Liais,Cherbourg-en-Cotentin,musée français,,
http://www.wikidata.org/entity/Q22680258,M0935,musée des arts et traditions populaires de Moyenne Provence,Draguignan,"musée des arts et traditions populaires de Provence à Draguignan, dans le Var",,
http://www.wikidata.org/entity/Q22916181,M0876,villa Fragonard,Grasse,villa-musée à Grasse (Alpes-Maritimes),,
http://www.wikidata.org/entity/Q22922427,M0373,maison natale de Louis Braille,Coupvray,maison natale de Louis Braille à Coupvray (Seine-et-Marne),,
http://www.wikidata.org/entity/Q22928418,M0128,musée des arts et traditions populaires de Riom,Riom,musée à Riom (Puy-de-Dôme),,
http://www.wikidata.org/entity/Q23057803,M9013,musée de la Gendarmerie nationale de Melun,Melun,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q23411448,M0025,Musée Gallo-Romain de Biesheim,Biesheim,musée français de Biesheim,,
http://www.wikidata.org/entity/Q23411587,M0030,musée d'histoire de Huningue,Huningue,musée français,,
http://www.wikidata.org/entity/Q23411847,M0038,musée du sapeur-pompier,Vieux-Ferrette,musée français,,
http://www.wikidata.org/entity/Q23411945,M0040,Musée Vauban,Neuf-Brisach,musée français,,
http://www.wikidata.org/entity/Q23412211,M0043,musée du Dolder,Riquewihr,musée français,,
http://www.wikidata.org/entity/Q3329113,M0684,musée Christian-Dior,Granville,musée français à Granville (Manche),,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q3329702,M0576,musée de Cahors Henri-Martin,Cahors,musée créé en 1833 à Cahors,,
http://www.wikidata.org/entity/Q3329704,M0497,musée de Cerdagne,Sainte-Léocadie,musée de société,,
http://www.wikidata.org/entity/Q3329718,M0641,musée d'Opale Sud,Berck,musée français,,
http://www.wikidata.org/entity/Q3329717,M0617,musée de Flandre,Cassel,"musée à Cassel, dans le Nord, en France",Tourisme et Handicap,
http://www.wikidata.org/entity/Q3329734,M0427,musée de Nogent-sur-Marne,Nogent-sur-Marne,musée français,,
http://www.wikidata.org/entity/Q3329736,M0658,musée de Normandie,Caen,musée français,,
http://www.wikidata.org/entity/Q15818192,M0104,MuPop,Montluçon,"musée français des musiques populaires, à Montluçon (Allier)",,
http://www.wikidata.org/entity/Q15818193,M0323,musée municipal de Saint-Dizier,Saint-Dizier,musée français,,
http://www.wikidata.org/entity/Q15818198,M7053,Muséum d'Orléans pour la biodiversité et l'environnement,Orléans,musée français,,
http://www.wikidata.org/entity/Q15818197,M0857,musée Gassendi,Digne-les-Bains,"musée de Digne-les-Bains, France",,
http://www.wikidata.org/entity/Q15818207,M0599,musée des Beaux-Arts de Gaillac,Gaillac,musée français,,
http://www.wikidata.org/entity/Q15818366,M0103,musée Yves-Machelon,Gannat,musée français à Gannat,,
http://www.wikidata.org/entity/Q3329073,M0688,musée Barbey-d'Aurevilly,Saint-Sauveur-le-Vicomte,musée français,,
http://www.wikidata.org/entity/Q3329092,M0611,musée Benoît-De-Puydt de Bailleul,Bailleul,musée français,,
http://www.wikidata.org/entity/Q3329102,M0605,musée Calbet,Grisolles,musée à Grisolles (Tarn-et-Garonne),,
http://www.wikidata.org/entity/Q3329106,M0578,musée Champollion,Figeac,musée de Figeac dans le Lot,,
http://www.wikidata.org/entity/Q3329104,M0829,musée Cappon,Marans,musée français,,
http://www.wikidata.org/entity/Q3329108,M0541,musée Charles-Friry,Remiremont,musée français,,
http://www.wikidata.org/entity/Q3330407,M0695,musée du château de Flers,Flers,musée français situé à Flers dans l'Orne,,
http://www.wikidata.org/entity/Q3330404,M0970,musée du Vieux Pérouges,Pérouges,musée français,,
http://www.wikidata.org/entity/Q3330408,M0974,musée du bois de Seyssel,Seyssel,musée français,,
http://www.wikidata.org/entity/Q3330422,M1007,musée du cloître de Saint-André-le-Bas de Vienne,Vienne,musée français,,
http://www.wikidata.org/entity/Q3330428,M0625,musée du Dessin et de l'Estampe originale de Gravelines,Gravelines,musée français,,
http://www.wikidata.org/entity/Q3330429,M0011,musée du fer de Reichshoffen,Reichshoffen,musée français,,
http://www.wikidata.org/entity/Q23412822,M0047,musée des Amis de Thann,Thann,musée français,,
http://www.wikidata.org/entity/Q23412894,M0051,musée Fernand Desmoulins,Brantôme en Périgord,musée français,,
http://www.wikidata.org/entity/Q23412894,M0051,musée Fernand Desmoulins,Brantôme en Périgord,musée français,,
http://www.wikidata.org/entity/Q23413011,M0052,musée Paul Reclus,Domme,musée français,,
http://www.wikidata.org/entity/Q23413101,M0053,musée Eugène Le Roy et des vieux métiers,Montignac-Lascaux,musée français,,
http://www.wikidata.org/entity/Q23413243,M0054,musée des arts et traditions populaires du Périgord du Dr André Voulgre,Mussidan,musée français,,
http://www.wikidata.org/entity/Q23413309,M0055,musée départemental de la poupée et du jouet,Nontron,musée français,,
http://www.wikidata.org/entity/Q3329743,M0861,musée de Préhistoire des gorges du Verdon,Quinson,musée français,,
http://www.wikidata.org/entity/Q3329751,M0189,musée de Sens,Sens,musée français,,
